DDI-MedLine.d62.s3|179-186|spectrin|drug
DDI-DrugBank.d219.s27|21-32|Interactions|group
DDI-DrugBank.d219.s27|65-70|Lodine|brand
DDI-DrugBank.d219.s27|187-194|etodolac|drug
DDI-DrugBank.d219.s28|49-61|ketone bodies|group
DDI-DrugBank.d219.s28|143-148|Lodine|brand
DDI-DrugBank.d219.s31|0-5|Lodine|brand
DDI-DrugBank.d219.s31|56-60|serum|group
DDI-DrugBank.d219.s32|97-104|etodolac|drug
DDI-DrugBank.d104.s0|0-11|Fenfluramine|drug
DDI-DrugBank.d104.s0|66-70|drugs|group
DDI-DrugBank.d104.s0|79-90|guanethidine|drug
DDI-DrugBank.d104.s0|93-102|methyldopa|drug
DDI-DrugBank.d104.s0|105-113|reserpine|drug
DDI-DrugBank.d104.s1|10-19|depressant|group
DDI-DrugBank.d104.s1|74-85|fenfluramine|drug
DDI-DrugBank.d546.s0|5-16|Interactions|group
DDI-DrugBank.d546.s0|23-35|Beta-Blockers|group
DDI-DrugBank.d546.s0|57-66|fenoldopam|drug
DDI-DrugBank.d546.s0|73-85|beta-blockers|group
DDI-DrugBank.d546.s1|7-11|drugs|group
DDI-DrugBank.d546.s1|109-120|beta-blocker|group
DDI-DrugBank.d546.s1|171-180|fenoldopam|drug
DDI-DrugBank.d546.s2|5-16|Interactions|group
DDI-DrugBank.d546.s2|96-105|fenoldopam|drug
DDI-DrugBank.d546.s2|141-145|drugs|group
DDI-DrugBank.d546.s2|155-163|digitalis|group
DDI-DrugBank.d546.s2|180-192|nitroglycerin|drug
DDI-DrugBank.d546.s3|45-67|antihypertensive agents|group
DDI-DrugBank.d546.s3|77-90|alpha-blockers|group
DDI-DrugBank.d546.s3|93-99|calcium|drug
DDI-DrugBank.d546.s3|123-132|inhibitors|group
DDI-DrugBank.d546.s3|139-147|diuretics|group
DDI-DrugBank.d776.s0|43-54|interactions|group
DDI-DrugBank.d776.s0|64-71|DIFLUCAN|brand
DDI-DrugBank.d776.s1|45-52|DIFLUCAN|brand
DDI-DrugBank.d776.s2|51-63|hypoglycemics|group
DDI-DrugBank.d776.s2|80-93|anticoagulants|group
DDI-DrugBank.d776.s2|96-104|Phenytoin|drug
DDI-DrugBank.d776.s2|107-118|Cyclosporine|drug
DDI-DrugBank.d776.s2|121-128|Rifampin|brand
DDI-DrugBank.d776.s2|131-142|Theophylline|drug
DDI-DrugBank.d776.s2|145-155|Terfenadine|drug
DDI-DrugBank.d776.s2|158-166|Cisapride|drug
DDI-DrugBank.d776.s2|169-178|Astemizole|drug
DDI-DrugBank.d776.s2|181-189|Rifabutin|drug
DDI-DrugBank.d776.s2|192-201|Tacrolimus|drug
DDI-DrugBank.d776.s2|217-231|benzodiazepines|group
DDI-DrugBank.d776.s2|240-252|hypoglycemics|group
DDI-DrugBank.d776.s2|325-332|DIFLUCAN|brand
DDI-DrugBank.d776.s2|357-362|agents|group
DDI-DrugBank.d776.s3|78-85|DIFLUCAN|brand
DDI-DrugBank.d776.s3|91-99|glyburide|drug
DDI-DrugBank.d776.s4|0-7|DIFLUCAN|brand
DDI-DrugBank.d776.s4|35-45|tolbutamide|drug
DDI-DrugBank.d776.s4|48-56|glyburide|drug
DDI-DrugBank.d776.s4|63-71|glipizide|drug
DDI-DrugBank.d776.s4|121-126|agents|group
DDI-DrugBank.d776.s5|5-12|DIFLUCAN|brand
DDI-DrugBank.d776.s5|87-92|agents|group
DDI-DrugBank.d776.s5|95-99|blood|group
DDI-DrugBank.d776.s5|109-122|concentrations|group
DDI-DrugBank.d776.s6|14-27|anticoagulants|group
DDI-DrugBank.d776.s6|30-40|Prothrombin|drug
DDI-DrugBank.d776.s6|98-105|DIFLUCAN|brand
DDI-DrugBank.d776.s6|125-138|anticoagulants|group
DDI-DrugBank.d776.s7|44-60|azole antifungals|group
DDI-DrugBank.d776.s7|203-213|prothrombin|drug
DDI-DrugBank.d776.s7|242-252|fluconazole|drug
DDI-DrugBank.d776.s7|272-279|warfarin|drug
DDI-DrugBank.d776.s8|22-32|prothrombin|drug
DDI-DrugBank.d776.s8|61-68|DIFLUCAN|brand
DDI-DrugBank.d776.s8|88-101|anticoagulants|group
DDI-DrugBank.d776.s10|0-8|Phenytoin|drug
DDI-DrugBank.d776.s10|11-18|DIFLUCAN|brand
DDI-DrugBank.d776.s10|41-54|concentrations|group
DDI-DrugBank.d776.s10|59-67|phenytoin|drug
DDI-DrugBank.d776.s11|22-30|phenytoin|drug
DDI-DrugBank.d776.s11|69-76|DIFLUCAN|brand
DDI-DrugBank.d776.s11|82-90|phenytoin|drug
DDI-DrugBank.d776.s13|0-11|Cyclosporine|drug
DDI-DrugBank.d776.s13|14-21|DIFLUCAN|brand
DDI-DrugBank.d776.s13|50-61|cyclosporine|drug
DDI-DrugBank.d776.s14|22-33|cyclosporine|drug
DDI-DrugBank.d776.s14|54-58|serum|group
DDI-DrugBank.d776.s14|108-115|DIFLUCAN|brand
DDI-DrugBank.d776.s14|121-132|cyclosporine|drug
DDI-DrugBank.d776.s16|0-7|Rifampin|brand
DDI-DrugBank.d776.s16|10-17|Rifampin|brand
DDI-DrugBank.d776.s16|72-79|DIFLUCAN|brand
DDI-DrugBank.d776.s17|93-100|DIFLUCAN|brand
DDI-DrugBank.d776.s17|131-138|rifampin|brand
DDI-DrugBank.d776.s18|0-11|Theophylline|drug
DDI-DrugBank.d776.s18|14-21|DIFLUCAN|brand
DDI-DrugBank.d776.s18|37-41|serum|group
DDI-DrugBank.d776.s18|61-72|theophylline|drug
DDI-DrugBank.d776.s19|22-26|serum|group
DDI-DrugBank.d776.s19|41-54|concentrations|group
DDI-DrugBank.d776.s19|78-85|DIFLUCAN|brand
DDI-DrugBank.d776.s19|91-102|theophylline|drug
DDI-DrugBank.d776.s20|0-10|Terfenadine|drug
DDI-DrugBank.d776.s20|139-155|azole antifungals|group
DDI-DrugBank.d776.s20|177-187|terfenadine|drug
DDI-DrugBank.d776.s21|36-46|fluconazole|drug
DDI-DrugBank.d776.s22|51-61|fluconazole|drug
DDI-DrugBank.d776.s22|81-88|DIFLUCAN|brand
DDI-DrugBank.d776.s22|175-185|terfenadine|drug
DDI-DrugBank.d776.s23|20-30|fluconazole|drug
DDI-DrugBank.d776.s23|67-77|terfenadine|drug
DDI-DrugBank.d776.s24|24-34|fluconazole|drug
DDI-DrugBank.d776.s24|72-82|terfenadine|drug
DDI-DrugBank.d776.s25|0-8|Cisapride|drug
DDI-DrugBank.d776.s25|103-113|fluconazole|drug
DDI-DrugBank.d776.s25|119-127|cisapride|drug
DDI-DrugBank.d776.s26|42-52|fluconazole|drug
DDI-DrugBank.d776.s26|76-84|cisapride|drug
DDI-DrugBank.d776.s26|143-151|cisapride|drug
DDI-DrugBank.d776.s27|20-30|fluconazole|drug
DDI-DrugBank.d776.s27|37-45|cisapride|drug
DDI-DrugBank.d776.s28|0-9|Astemizole|drug
DDI-DrugBank.d776.s28|23-33|fluconazole|drug
DDI-DrugBank.d776.s28|67-76|astemizole|drug
DDI-DrugBank.d776.s28|87-91|drugs|group
DDI-DrugBank.d776.s28|112-126|cytochrome P450|drug
DDI-DrugBank.d776.s28|158-167|elevations|group
DDI-DrugBank.d776.s28|172-176|serum|group
DDI-DrugBank.d776.s28|194-198|drugs|group
DDI-DrugBank.d776.s29|86-96|fluconazole|drug
DDI-DrugBank.d776.s31|0-8|Rifabutin|drug
DDI-DrugBank.d776.s31|66-76|fluconazole|drug
DDI-DrugBank.d776.s31|82-90|rifabutin|drug
DDI-DrugBank.d776.s32|19-27|rifabutin|drug
DDI-DrugBank.d776.s32|33-43|fluconazole|drug
DDI-DrugBank.d776.s33|0-9|Tacrolimus|drug
DDI-DrugBank.d776.s33|74-84|fluconazole|drug
DDI-DrugBank.d776.s33|90-99|tacrolimus|drug
DDI-DrugBank.d776.s34|19-28|tacrolimus|drug
DDI-DrugBank.d776.s34|34-44|fluconazole|drug
DDI-DrugBank.d776.s35|13-27|Benzodiazepines|group
DDI-DrugBank.d776.s35|63-71|midazolam|drug
DDI-DrugBank.d776.s35|74-84|fluconazole|drug
DDI-DrugBank.d776.s35|123-131|midazolam|drug
DDI-DrugBank.d776.s36|15-23|midazolam|drug
DDI-DrugBank.d776.s36|88-98|fluconazole|drug
DDI-DrugBank.d776.s36|110-120|fluconazole|drug
DDI-DrugBank.d776.s37|16-30|benzodiazepines|group
DDI-DrugBank.d776.s37|62-76|cytochrome P450|drug
DDI-DrugBank.d776.s37|122-132|fluconazole|drug
DDI-DrugBank.d776.s37|183-196|benzodiazepine|drug
DDI-DrugBank.d776.s38|0-10|Fluconazole|drug
DDI-DrugBank.d776.s38|94-107|contraceptives|group
DDI-DrugBank.d776.s38|146-162|ethinyl estradiol|group
DDI-DrugBank.d776.s38|168-181|levonorgestrel|drug
DDI-DrugBank.d776.s39|68-84|ethinyl estradiol|group
DDI-DrugBank.d776.s39|90-103|levonorgestrel|drug
DDI-DrugBank.d776.s40|76-92|ethinyl estradiol|group
DDI-DrugBank.d776.s40|98-111|levonorgestrel|drug
DDI-DrugBank.d776.s40|129-139|fluconazole|drug
DDI-DrugBank.d776.s41|29-39|fluconazole|drug
DDI-DrugBank.d776.s41|71-87|ethinyl estradiol|group
DDI-DrugBank.d776.s41|93-106|levonorgestrel|drug
DDI-DrugBank.d776.s41|135-145|fluconazole|drug
DDI-DrugBank.d776.s41|167-183|ethinyl estradiol|group
DDI-DrugBank.d776.s41|188-201|levonorgestrel|drug
DDI-DrugBank.d776.s43|57-67|medications|group
DDI-DrugBank.d776.s43|192-203|interactions|group
DDI-DrugBank.d78.s0|0-7|Antacids|group
DDI-DrugBank.d78.s0|10-19|Sucralfate|drug
DDI-DrugBank.d78.s0|22-34|Metal Cations|group
DDI-DrugBank.d78.s0|37-49|Multivitamins|brand
DDI-DrugBank.d78.s0|67-74|chelates|group
DDI-DrugBank.d78.s0|111-123|metal cations|group
DDI-DrugBank.d78.s1|18-27|quinolones|group
DDI-DrugBank.d78.s1|34-41|antacids|group
DDI-DrugBank.d78.s1|64-72|magnesium|drug
DDI-DrugBank.d78.s1|78-84|calcium|drug
DDI-DrugBank.d78.s1|92-101|sucralfate|drug
DDI-DrugBank.d78.s1|109-121|metal cations|group
DDI-DrugBank.d78.s1|131-134|iron|drug
DDI-DrugBank.d78.s1|145-157|multivitamins|brand
DDI-DrugBank.d78.s1|170-173|iron|drug
DDI-DrugBank.d78.s1|178-181|zinc|drug
DDI-DrugBank.d78.s1|192-203|formulations|group
DDI-DrugBank.d78.s1|239-245|cations|group
DDI-DrugBank.d78.s1|255-259|VIDEX|brand
DDI-DrugBank.d78.s1|262-271|didanosine|drug
DDI-DrugBank.d78.s1|333-340|solution|brand
DDI-DrugBank.d78.s1|394-403|quinolones|group
DDI-DrugBank.d78.s1|428-441|concentrations|group
DDI-DrugBank.d78.s2|6-11|agents|group
DDI-DrugBank.d78.s2|72-84|grepafloxacin|drug
DDI-DrugBank.d78.s3|0-7|Caffeine|drug
DDI-DrugBank.d78.s3|21-33|Grepafloxacin|drug
DDI-DrugBank.d78.s3|47-56|quinolones|group
DDI-DrugBank.d78.s3|89-96|caffeine|drug
DDI-DrugBank.d78.s3|102-112|theobromine|drug
DDI-DrugBank.d78.s4|6-15|stimulants|group
DDI-DrugBank.d78.s4|39-44|coffee|brand
DDI-DrugBank.d78.s4|50-52|tea|brand
DDI-DrugBank.d78.s5|112-119|caffeine|drug
DDI-DrugBank.d78.s5|125-135|theobromine|drug
DDI-DrugBank.d78.s6|0-11|Theophylline|drug
DDI-DrugBank.d78.s6|14-26|Grepafloxacin|drug
DDI-DrugBank.d78.s6|45-53|inhibitor|group
DDI-DrugBank.d78.s6|76-87|theophylline|drug
DDI-DrugBank.d78.s7|0-4|Serum|group
DDI-DrugBank.d78.s7|19-32|concentrations|group
DDI-DrugBank.d78.s7|48-60|grepafloxacin|drug
DDI-DrugBank.d78.s7|102-113|theophylline|drug
DDI-DrugBank.d78.s8|38-50|grepafloxacin|drug
DDI-DrugBank.d78.s8|79-90|theophylline|drug
DDI-DrugBank.d78.s8|97-108|theophylline|drug
DDI-DrugBank.d78.s8|180-192|grepafloxacin|drug
DDI-DrugBank.d78.s8|212-216|serum|group
DDI-DrugBank.d78.s8|231-244|concentrations|group
DDI-DrugBank.d78.s9|0-7|Warfarin|drug
DDI-DrugBank.d78.s9|32-39|warfarin|drug
DDI-DrugBank.d78.s9|99-111|grepafloxacin|drug
DDI-DrugBank.d78.s10|22-31|quinolones|group
DDI-DrugBank.d78.s10|78-85|warfarin|drug
DDI-DrugBank.d78.s10|94-104|derivatives|group
DDI-DrugBank.d78.s10|107-117|prothrombin|drug
DDI-DrugBank.d78.s10|196-218|quinolone antimicrobial|group
DDI-DrugBank.d78.s10|241-248|warfarin|drug
DDI-DrugBank.d78.s10|257-267|derivatives|group
DDI-DrugBank.d78.s11|0-4|Drugs|group
DDI-DrugBank.d78.s11|21-35|Cytochrome P450|drug
DDI-DrugBank.d78.s11|97-109|grepafloxacin|drug
DDI-DrugBank.d78.s11|114-125|theophylline|drug
DDI-DrugBank.d78.s11|142-154|grepafloxacin|drug
DDI-DrugBank.d78.s11|165-176|theophylline|drug
DDI-DrugBank.d78.s12|72-84|grepafloxacin|drug
DDI-DrugBank.d78.s13|0-9|substrates|group
DDI-DrugBank.d78.s13|53-65|grepafloxacin|drug
DDI-DrugBank.d78.s13|101-112|theophylline|drug
DDI-DrugBank.d78.s14|19-28|quinolones|group
DDI-DrugBank.d78.s14|95-106|cyclosporine|drug
DDI-DrugBank.d78.s15|6-10|drugs|group
DDI-DrugBank.d78.s16|8-18|terfenadine|drug
DDI-DrugBank.d78.s16|21-30|astemizole|drug
DDI-DrugBank.d78.s16|33-41|cisapride|drug
DDI-DrugBank.d78.s16|44-52|midazolam|drug
DDI-DrugBank.d78.s16|59-67|triazolam|drug
DDI-DrugBank.d78.s17|50-62|grepafloxacin|drug
DDI-DrugBank.d78.s17|92-101|substrates|group
DDI-DrugBank.d78.s18|48-57|substrates|group
DDI-DrugBank.d78.s18|111-123|grepafloxacin|drug
DDI-DrugBank.d78.s19|31-35|Drugs|group
DDI-DrugBank.d78.s19|38-43|NSAIDs|group
DDI-DrugBank.d78.s20|13-18|Agents|group
DDI-DrugBank.d78.s20|37-41|blood|group
DDI-DrugBank.d78.s20|152-161|quinolones|group
DDI-DrugBank.d78.s20|183-187|agent|group
DDI-DrugBank.d78.s21|33-37|blood|group
DDI-DrugBank.d78.s21|73-78|agents|group
DDI-DrugBank.d186.s0|150-154|serum|group
DDI-DrugBank.d186.s0|261-267|lithium|brand
DDI-DrugBank.d186.s0|274-279|HALDOL|brand
DDI-DrugBank.d186.s1|81-87|lithium|brand
DDI-DrugBank.d186.s1|93-98|HALDOL|brand
DDI-DrugBank.d186.s3|14-33|antipsychotic agents|group
DDI-DrugBank.d186.s3|60-65|HALDOL|brand
DDI-DrugBank.d186.s3|102-112|depressants|group
DDI-DrugBank.d186.s3|122-132|anesthetics|group
DDI-DrugBank.d186.s3|148-154|alcohol|brand
DDI-DrugBank.d186.s4|60-70|haloperidol|drug
DDI-DrugBank.d186.s4|76-83|rifampin|brand
DDI-DrugBank.d186.s4|93-103|haloperidol|drug
DDI-DrugBank.d186.s4|140-142|70%|brand
DDI-DrugBank.d186.s5|52-62|haloperidol|drug
DDI-DrugBank.d186.s5|68-75|rifampin|brand
DDI-DrugBank.d186.s5|97-104|rifampin|brand
DDI-DrugBank.d186.s5|143-153|haloperidol|drug
DDI-DrugBank.d186.s6|62-69|rifampin|brand
DDI-DrugBank.d514.s0|0-6|Opioids|group
DDI-DrugBank.d514.s0|19-52|central nervous system depressants|group
DDI-DrugBank.d514.s0|59-65|regular|brand
DDI-DrugBank.d514.s1|26-59|central nervous system depressants|group
DDI-DrugBank.d514.s1|62-67|heroin|drug
DDI-DrugBank.d514.s2|81-114|central nervous system depressants|group
DDI-DrugBank.d514.s2|127-133|alcohol|brand
DDI-DrugBank.d514.s2|136-150|benzodiazepines|group
DDI-DrugBank.d514.s2|160-167|diazepam|drug
DDI-DrugBank.d514.s2|170-175|Valium|brand
DDI-DrugBank.d514.s2|196-201|degree|brand
DDI-DrugBank.d514.s2|204-212|methadone|drug
DDI-DrugBank.d514.s3|12-26|benzodiazepines|group
DDI-DrugBank.d514.s3|63-68|heroin|drug
DDI-DrugBank.d514.s4|0-6|Cocaine|drug
DDI-DrugBank.d514.s4|67-72|heroin|drug
DDI-DrugBank.d17.s0|0-13|Anticoagulants|group
DDI-DrugBank.d17.s1|63-71|diuretics|group
DDI-DrugBank.d17.s4|10-18|diuretics|group
DDI-DrugBank.d17.s4|43-47|blood|group
DDI-DrugBank.d17.s5|30-40|medications|group
DDI-DrugBank.d17.s5|62-68|control|brand
DDI-DrugBank.d17.s6|17-27|medications|group
DDI-DrugBank.d17.s6|48-56|diazoxide|drug
DDI-DrugBank.d17.s6|80-89|anesthetic|brand
DDI-DrugBank.d17.s6|133-141|relaxants|group
DDI-DrugBank.d17.s7|65-73|diuretics|group
DDI-DrugBank.d17.s9|0-13|Amphotericin B|drug
DDI-DrugBank.d17.s9|18-32|Corticosteroids|group
DDI-DrugBank.d17.s9|37-49|Corticotropin|drug
DDI-DrugBank.d17.s10|30-38|diuretics|group
DDI-DrugBank.d17.s12|30-38|diuretics|group
DDI-DrugBank.d17.s12|71-79|digitalis|group
DDI-DrugBank.d17.s14|57-65|diuretics|group
DDI-DrugBank.d17.s15|46-55|colestipol|drug
DDI-DrugBank.d17.s17|10-18|diuretics|group
DDI-DrugBank.d17.s17|30-34|blood|group
DDI-DrugBank.d17.s18|16-24|diabetics|group
DDI-DrugBank.d17.s18|61-71|medications|group
DDI-DrugBank.d17.s18|116-123|diuretic|group
DDI-DrugBank.d17.s19|0-6|insulin|group
DDI-DrugBank.d17.s20|0-6|Lithium|brand
DDI-DrugBank.d17.s21|30-38|diuretics|group
DDI-DrugBank.d17.s21|80-86|lithium|brand
DDI-DrugBank.d17.s23|69-77|diuretics|group
DDI-DrugBank.d17.s25|51-55|agent|group
DDI-DrugBank.d17.s25|72-79|diuretic|group
DDI-DrugBank.d17.s25|82-92|natriuretic|group
DDI-DrugBank.d17.s25|133-141|potassium|drug
DDI-DrugBank.d17.s25|165-173|diuretics|group
DDI-DrugBank.d17.s26|16-33|hydroflumethiazide|drug
DDI-DrugBank.d17.s26|52-75|anti-inflammatory agents|group
DDI-DrugBank.d17.s26|182-189|diuretic|group
DDI-DrugBank.d17.s28|1-9|Thiazides|group
DDI-DrugBank.d17.s28|51-64|norepinephrine|drug
DDI-DrugBank.d17.s29|75-79|agent|group
DDI-DrugBank.d17.s29|85-95|therapeutic|brand
DDI-DrugBank.d17.s31|10-14|drugs|group
DDI-DrugBank.d17.s31|51-62|tubocurarine|drug
DDI-DrugBank.d17.s32|59-63|Blood|group
DDI-DrugBank.d17.s32|75-81|glucose|group
DDI-DrugBank.d17.s32|142-148|glucose|group
DDI-DrugBank.d17.s32|167-171|Serum|group
DDI-DrugBank.d17.s32|233-237|Serum|group
DDI-DrugBank.d17.s32|264-272|diuretics|group
DDI-DrugBank.d17.s32|352-356|Serum|group
DDI-DrugBank.d17.s32|394-398|Serum|group
DDI-DrugBank.d17.s32|411-419|potassium|drug
DDI-DrugBank.d17.s32|426-431|sodium|group
DDI-DrugBank.d17.s33|0-4|serum|group
DDI-DrugBank.d17.s33|56-60|Serum|group
DDI-DrugBank.d17.s33|76-81|iodine|drug
DDI-DrugBank.d17.s33|115-123|Thiazides|group
DDI-DrugBank.d17.s33|178-188|parathyroid|drug
DDI-DrugBank.d418.s0|60-67|Cyanokit|brand
DDI-DrugBank.d308.s0|27-37|HYDROXYZINE|drug
DDI-DrugBank.d308.s0|100-133|CENTRAL NERVOUS SYSTEM DEPRESSANTS|group
DDI-DrugBank.d308.s0|143-151|NARCOTICS|group
DDI-DrugBank.d308.s0|167-176|ANALGESICS|group
DDI-DrugBank.d308.s0|182-193|BARBITURATES|group
DDI-DrugBank.d308.s1|15-48|central nervous system depressants|group
DDI-DrugBank.d308.s1|86-96|hydroxyzine|drug
DDI-DrugBank.d308.s2|178-183|Atarax|brand
DDI-DrugBank.d308.s3|69-78|depressant|group
DDI-DrugBank.d308.s3|120-126|alcohol|brand
DDI-DrugBank.d515.s0|24-28|alert|brand
DDI-DrugBank.d515.s0|57-63|actions|group
DDI-DrugBank.d515.s0|102-111|ifosfamide|drug
DDI-DrugBank.d515.s0|125-134|ifosfamide|drug
DDI-DrugBank.d515.s0|187-191|drugs|group
DDI-DrugBank.d515.s0|210-218|cytotoxic|drug
DDI-DrugBank.d549.s0|94-101|iloprost|drug
DDI-DrugBank.d549.s0|114-123|nifedipine|drug
DDI-DrugBank.d549.s0|126-134|diltiazem|drug
DDI-DrugBank.d549.s0|140-148|captopril|drug
DDI-DrugBank.d549.s1|9-16|iloprost|drug
DDI-DrugBank.d549.s1|74-85|vasodilators|group
DDI-DrugBank.d549.s1|91-113|antihypertensive agents|group
DDI-DrugBank.d549.s2|6-13|iloprost|drug
DDI-DrugBank.d549.s2|135-148|anticoagulants|group
DDI-DrugBank.d549.s3|24-31|iloprost|drug
DDI-DrugBank.d549.s3|60-73|anticoagulants|group
DDI-DrugBank.d549.s3|76-84|diuretics|group
DDI-DrugBank.d549.s3|87-104|cardiac glycosides|group
DDI-DrugBank.d549.s3|107-130|calcium channel blockers|group
DDI-DrugBank.d549.s3|133-142|analgesics|group
DDI-DrugBank.d549.s3|145-156|antipyretics|group
DDI-DrugBank.d549.s3|192-206|corticosteroids|group
DDI-DrugBank.d549.s3|219-229|medications|group
DDI-DrugBank.d549.s4|24-31|iloprost|drug
DDI-DrugBank.d549.s4|54-69|pharmacokinetics|group
DDI-DrugBank.d549.s4|74-80|digoxin|drug
DDI-DrugBank.d549.s5|0-19|Acetylsalicylic acid|drug
DDI-DrugBank.d549.s5|50-65|pharmacokinetics|group
DDI-DrugBank.d549.s5|71-78|iloprost|drug
DDI-DrugBank.d549.s6|71-78|iloprost|drug
DDI-DrugBank.d549.s6|120-134|cytochrome P450|drug
DDI-DrugBank.d97.s0|0-8|Indinavir|drug
DDI-DrugBank.d97.s0|16-24|inhibitor|group
DDI-DrugBank.d97.s0|33-47|cytochrome P450|drug
DDI-DrugBank.d97.s1|20-27|CRIXIVAN|brand
DDI-DrugBank.d97.s1|33-37|drugs|group
DDI-DrugBank.d97.s1|102-115|concentrations|group
DDI-DrugBank.d97.s1|160-166|prolong|brand
DDI-DrugBank.d97.s1|172-182|therapeutic|brand
DDI-DrugBank.d97.s2|0-8|Indinavir|drug
DDI-DrugBank.d97.s3|0-4|Drugs|group
DDI-DrugBank.d97.s3|81-89|indinavir|drug
DDI-DrugBank.d97.s3|120-133|concentrations|group
DDI-DrugBank.d97.s3|138-146|indinavir|drug
DDI-DrugBank.d97.s4|20-27|CRIXIVAN|brand
DDI-DrugBank.d97.s4|39-43|drugs|group
DDI-DrugBank.d97.s4|95-103|indinavir|drug
DDI-DrugBank.d97.s4|140-153|concentrations|group
DDI-DrugBank.d97.s4|158-166|indinavir|drug
DDI-DrugBank.d97.s6|0-4|Drugs|group
DDI-DrugBank.d97.s8|0-14|Antiarrhythmics|group
DDI-DrugBank.d97.s9|69-77|reactions|group
DDI-DrugBank.d97.s10|6-16|derivatives|group
DDI-DrugBank.d97.s10|19-35|dihydroergotamine|drug
DDI-DrugBank.d97.s10|38-47|ergonovine|group
DDI-DrugBank.d97.s10|50-59|ergotamine|drug
DDI-DrugBank.d97.s11|69-77|reactions|group
DDI-DrugBank.d97.s12|0-17|Sedative/hypnotics|group
DDI-DrugBank.d97.s12|20-28|midazolam|drug
DDI-DrugBank.d97.s13|69-77|reactions|group
DDI-DrugBank.d97.s14|12-17|agents|group
DDI-DrugBank.d97.s15|69-77|reactions|group
DDI-DrugBank.d97.s17|69-77|reactions|group
DDI-DrugBank.d97.s18|0-5|Herbal|brand
DDI-DrugBank.d97.s18|34-42|Hypericum|brand
DDI-DrugBank.d97.s19|66-73|CRIXIVAN|brand
DDI-DrugBank.d97.s19|85-89|class|group
DDI-DrugBank.d97.s19|94-112|protease inhibitors|group
DDI-DrugBank.d97.s21|66-73|CRIXIVAN|brand
DDI-DrugBank.d97.s21|85-89|class|group
DDI-DrugBank.d97.s21|94-112|protease inhibitors|group
DDI-DrugBank.d97.s21|153-158|agents|group
DDI-DrugBank.d97.s22|18-27|inhibitors|group
DDI-DrugBank.d97.s22|30-39|lovastatin|drug
DDI-DrugBank.d97.s23|22-30|reactions|group
DDI-DrugBank.d97.s24|0-7|Protease|drug
DDI-DrugBank.d97.s25|5-12|CRIXIVAN|brand
DDI-DrugBank.d97.s25|18-27|atazanavir|drug
DDI-DrugBank.d97.s26|0-11|Combinations|group
DDI-DrugBank.d97.s26|22-26|drugs|group
DDI-DrugBank.d97.s26|74-81|CRIXIVAN|brand
DDI-DrugBank.d97.s26|87-96|atazanavir|drug
DDI-DrugBank.d97.s28|51-62|Interactions|group
DDI-DrugBank.d97.s28|87-93|Regimen|brand
DDI-DrugBank.d97.s34|0-8|indinavir|drug
DDI-DrugBank.d97.s35|18-25|CRIXIVAN|brand
DDI-DrugBank.d97.s35|84-94|delavirdine|drug
DDI-DrugBank.d97.s37|0-8|Indinavir|drug
DDI-DrugBank.d97.s37|14-23|didanosine|drug
DDI-DrugBank.d97.s39|0-8|indinavir|drug
DDI-DrugBank.d97.s40|20-28|indinavir|drug
DDI-DrugBank.d97.s40|62-70|efavirenz|drug
DDI-DrugBank.d97.s41|15-23|indinavir|drug
DDI-DrugBank.d97.s41|93-101|indinavir|drug
DDI-DrugBank.d97.s41|121-129|efavirenz|drug
DDI-DrugBank.d97.s43|0-8|indinavir|drug
DDI-DrugBank.d97.s46|0-8|indinavir|drug
DDI-DrugBank.d97.s47|0-8|Indinavir|drug
DDI-DrugBank.d97.s47|61-70|nevirapine|drug
DDI-DrugBank.d97.s50|0-8|indinavir|drug
DDI-DrugBank.d97.s50|26-34|ritonavir|drug
DDI-DrugBank.d97.s52|104-112|indinavir|drug
DDI-DrugBank.d97.s52|134-142|ritonavir|drug
DDI-DrugBank.d97.s52|165-172|CRIXIVAN|brand
DDI-DrugBank.d97.s54|0-9|saquinavir|drug
DDI-DrugBank.d97.s57|0-14|Antiarrhythmics|group
DDI-DrugBank.d97.s57|17-24|bepridil|drug
DDI-DrugBank.d97.s57|27-35|lidocaine|drug
DDI-DrugBank.d97.s58|0-20|antiarrhythmic agents|group
DDI-DrugBank.d97.s59|25-35|therapeutic|brand
DDI-DrugBank.d97.s59|81-95|antiarrhythmics|group
DDI-DrugBank.d97.s59|122-129|CRIXIVAN|brand
DDI-DrugBank.d97.s60|0-14|Anticonvulsants|group
DDI-DrugBank.d97.s60|17-29|carbamazepine|drug
DDI-DrugBank.d97.s60|32-44|phenobarbital|drug
DDI-DrugBank.d97.s61|0-8|indinavir|drug
DDI-DrugBank.d97.s63|0-7|CRIXIVAN|brand
DDI-DrugBank.d97.s63|47-55|indinavir|drug
DDI-DrugBank.d97.s63|97-102|agents|group
DDI-DrugBank.d97.s64|0-23|Calcium Channel Blockers|group
DDI-DrugBank.d97.s64|26-40|Dihydropyridine|drug_n
DDI-DrugBank.d97.s64|49-58|felodipine|drug
DDI-DrugBank.d97.s64|61-70|nifedipine|drug
DDI-DrugBank.d97.s65|0-14|dihydropyridine|drug_n
DDI-DrugBank.d97.s65|32-39|blockers|group
DDI-DrugBank.d97.s68|0-13|clarithromycin|drug
DDI-DrugBank.d97.s68|31-39|indinavir|drug
DDI-DrugBank.d97.s70|18-26|Inhibitor|group
DDI-DrugBank.d97.s71|0-11|atorvastatin|drug
DDI-DrugBank.d97.s72|28-39|atorvastatin|drug
